20185034242,3,THEFT,Theft,31-Aug-18,2100 E RIVERSIDE DR,30.24030730687386,-97.72644759384184,N,17-Sep-18,H,78741,23.04
20181780532,1,BURGLARY NON RESIDENCE,Burglary,27-Jun-18,1197 AIRPORT BLVD,30.27670018552607,-97.7000951302233,N,28-Aug-18,C,78721,21.09
20182991790,3,ROBBERY BY THREAT,Robbery,26-Oct-18,1200 TAYLOR ST,30.25677918363456,-97.73389476435128,N,26-Oct-18,G,78702,10
20185029048,5,THEFT,Theft,30-Jul-18,1311 S LAMAR BLVD,30.253478396429152,-97.76249921312566,N,10-Sep-18,D,78704,13.03
20185023407,9,BURGLARY OF VEHICLE,Theft,21-Jun-18,313 W 35TH ST,30.299902232544753,-97.73730380494402,N,21-Jun-18,B,78705,5
20188003523,9,BURGLARY OF VEHICLE,Theft,10-Sep-18,901 NECHES ST,30.269734215773877,-97.7369236527418,N,12-Sep-18,G,78701,11
20183161190,1,BURGLARY OF RESIDENCE,Burglary,12-Nov-18,1128 MASON AVE,30.274445510903142,-97.68531093711482,,,C,78721,21.1
20185043334,10,THEFT OF LICENSE PLATE,Theft,29-Oct-18,11514 RESEARCH BLVD SVRD SB,30.412311048422488,-97.74623983342514,N,31-Oct-18,A,78759,25
20185043340,2,THEFT,Theft,29-Oct-18,7707 S IH 35 SVRD NB,30.179378747797738,-97.77579081449245,N,30-Oct-18,F,78744,24.27
20182270385,1,THEFT OF BICYCLE,Theft,15-Aug-18,E 12TH ST / WEBBERVILLE RD,30.278098821384148,-97.68508396447336,N,7-Sep-18,C,78721,21.1
20188003773,9,THEFT,Theft,26-Sep-18,82 RAINEY ST,30.259317354062787,-97.73889562249506,N,28-Sep-18,G,78701,11
20182570479,3,AUTO THEFT,Auto Theft,14-Sep-18,204 CANEY ST,30.257580006515624,-97.72120676118081,N,28-Sep-18,C,78702,9.02
20183201126,2,BURGLARY OF VEHICLE,Theft,16-Nov-18,8419 COCKNEY DR,30.181383242286014,-97.80108517453915,N,19-Nov-18,F,78748,24.23
20185044239,3,THEFT,Theft,4-Nov-18,2900 SUNRIDGE DR,30.221465642644674,-97.72689911890647,N,16-Nov-18,H,78741,23.13
20185042706,10,BURGLARY OF VEHICLE,Theft,24-Oct-18,10000 RESEARCH BLVD SB,30.392827374835196,-97.74718775270436,N,19-Nov-18,A,78759,17.22
20182411345,7,THEFT BY SHOPLIFTING,Theft,29-Aug-18,13609 N IH 35 SVRD NB,30.422596480188734,-97.67022506681643,C,30-Aug-18,E,78753,18.39
20185047072,1,THEFT BY SHOPLIFTING,Theft,23-Nov-18,8600 E US 290 HWY SVRD EB,30.327890356224508,-97.65970676851984,N,10-Jan-19,C,78724,22.01
20185042958,4,BURGLARY OF VEHICLE,Theft,26-Oct-18,8701 RESEARCH BLVD SVRD NB,30.3645108232079,-97.71753992376215,N,23-Nov-18,E,78758,18.05
20183060624,3,AGG ASSAULT,Agg Assault,2-Nov-18,2222 E OLTORF ST,30.230177705860072,-97.73117739778993,,,H,78741,23.15
20182641290,3,THEFT BY SHOPLIFTING,Theft,21-Sep-18,710 E BEN WHITE BLVD WB,30.219509675808197,-97.75691428853017,C,25-Sep-18,D,78704,24.03
20185034846,6,BURGLARY OF VEHICLE,Theft,5-Sep-18,12827 N FM 620 RD NB,30.46608974803196,-97.80203182581945,N,6-Sep-18,A,78750,204.03
20188002709,7,THEFT BY SHOPLIFTING,Theft,11-Jul-18,1434 W WELLS BRANCH PKWY,30.442681450100082,-97.66420701300522,N,19-Jul-18,E,78660,18.4
20183460017,1,AGG ASSAULT WITH MOTOR VEH,Agg Assault,12-Dec-18,6103 MANOR RD,30.30755557771041,-97.6780468107282,N,22-Dec-18,I,78723,21.07
20182150814,3,AUTO THEFT,Auto Theft,3-Aug-18,2207 WICKERSHAM LN,30.228992064250516,-97.72062753237122,N,7-Aug-18,H,78741,23.14
20182780762,9,BURGLARY NON RESIDENCE,Burglary,5-Oct-18,4505 DUVAL ST,30.30743717314234,-97.72370857744336,N,16-Oct-18,B,78751,3.04
20182081667,3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,27-Jul-18,1845 BURTON DR,30.234429852530432,-97.72969449514144,C,28-Jul-18,H,78741,23.15
20185041999,7,BURGLARY OF VEHICLE,Theft,19-Oct-18,4200 W BRAKER LN,30.39990428993818,-97.7394338204616,N,22-Oct-18,A,78759,17.54
20182891321,9,THEFT,Theft,16-Oct-18,1201 BARBARA JORDAN BLVD,30.30635361887452,-97.70916312355415,N,19-Oct-18,B,78723,3.06
20188004017,8,THEFT OF BICYCLE,Theft,15-Oct-18,2221 STRATFORD DR,30.269533052005215,-97.77064898071174,N,16-Oct-18,D,78746,19.11
20185046559,7,BURGLARY OF VEHICLE,Theft,19-Nov-18,9333 RESEARCH BLVD SVRD NB,30.382978227563257,-97.74077737637577,N,20-Nov-18,A,78759,17.53
20185032982,9,BURGLARY OF VEHICLE,Theft,24-Aug-18,2301 DURWOOD ST,30.241843863105856,-97.7575379654351,N,29-Aug-18,D,78704,13.05
20182961441,4,AUTO THEFT,Auto Theft,23-Oct-18,9414 N LAMAR BLVD,30.36499158111268,-97.69789701098694,C,31-Oct-18,E,78758,18.19
20185045621,4,BURGLARY OF VEHICLE,Theft,13-Nov-18,8017 GESSNER DR,30.344038643243337,-97.70175465284855,N,15-Nov-18,E,78753,18.04
20183101413,5,THEFT BY SHOPLIFTING,Theft,6-Nov-18,2100 S LAMAR BLVD,30.248474393249655,-97.77081504707807,N,9-Nov-18,D,78704,13.04
20185039644,10,BURGLARY OF VEHICLE,Theft,5-Oct-18,9226 JOLLYVILLE RD,30.384178597193102,-97.74574154328418,N,8-Oct-18,B,78759,17.06
